isodate,entidad,delito,total
2017-07-01,San Luis Potosí,Homicidio culposo,16
2017-08-01,San Luis Potosí,Homicidio culposo,15
2017-09-01,San Luis Potosí,Homicidio culposo,20
2017-10-01,San Luis Potosí,Homicidio culposo,39
2017-11-01,San Luis Potosí,Homicidio culposo,24
2017-12-01,San Luis Potosí,Homicidio culposo,17
2017-01-01,San Luis Potosí,Lesiones dolosas,339
2017-02-01,San Luis Potosí,Lesiones dolosas,288
2017-03-01,San Luis Potosí,Lesiones dolosas,383
2017-04-01,San Luis Potosí,Lesiones dolosas,386
2017-05-01,San Luis Potosí,Lesiones dolosas,469
2017-06-01,San Luis Potosí,Lesiones dolosas,351
2017-07-01,San Luis Potosí,Lesiones dolosas,224
2017-08-01,San Luis Potosí,Lesiones dolosas,286
2017-09-01,San Luis Potosí,Lesiones dolosas,267
2017-10-01,San Luis Potosí,Lesiones dolosas,283
2017-11-01,San Luis Potosí,Lesiones dolosas,186
2017-12-01,San Luis Potosí,Lesiones dolosas,223
2017-01-01,San Luis Potosí,Lesiones culposas,101
2017-02-01,San Luis Potosí,Lesiones culposas,75
2017-03-01,San Luis Potosí,Lesiones culposas,83
2017-04-01,San Luis Potosí,Lesiones culposas,70
2017-05-01,San Luis Potosí,Lesiones culposas,77
2017-06-01,San Luis Potosí,Lesiones culposas,58
2017-07-01,San Luis Potosí,Lesiones culposas,67
2017-08-01,San Luis Potosí,Lesiones culposas,49
2017-09-01,San Luis Potosí,Lesiones culposas,40
2017-10-01,San Luis Potosí,Lesiones culposas,45
2017-11-01,San Luis Potosí,Lesiones culposas,87
2017-12-01,San Luis Potosí,Lesiones culposas,34
2017-01-01,San Luis Potosí,Feminicidio,3
2017-02-01,San Luis Potosí,Feminicidio,0
2017-03-01,San Luis Potosí,Feminicidio,3
2017-04-01,San Luis Potosí,Feminicidio,1
2017-05-01,San Luis Potosí,Feminicidio,1
2017-06-01,San Luis Potosí,Feminicidio,5
2017-07-01,San Luis Potosí,Feminicidio,0
2017-08-01,San Luis Potosí,Feminicidio,0
2017-09-01,San Luis Potosí,Feminicidio,0
2017-10-01,San Luis Potosí,Feminicidio,1
2017-11-01,San Luis Potosí,Feminicidio,2
2017-12-01,San Luis Potosí,Feminicidio,3
2017-01-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,13
2017-02-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,7
2017-03-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,10
2017-04-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,22
2017-05-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,6
2017-06-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,7
2017-07-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,9
2017-08-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,7
2017-09-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,13
2017-10-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,7
2017-11-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,7
2017-12-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,12
2017-01-01,San Luis Potosí,Secuestro,1
2017-02-01,San Luis Potosí,Secuestro,4
2017-03-01,San Luis Potosí,Secuestro,0
2017-04-01,San Luis Potosí,Secuestro,3
2017-05-01,San Luis Potosí,Secuestro,0
2017-06-01,San Luis Potosí,Secuestro,7
2017-07-01,San Luis Potosí,Secuestro,2
2017-08-01,San Luis Potosí,Secuestro,6
2017-09-01,San Luis Potosí,Secuestro,1
2017-10-01,San Luis Potosí,Secuestro,3
2017-11-01,San Luis Potosí,Secuestro,2
2017-12-01,San Luis Potosí,Secuestro,2
2017-01-01,San Luis Potosí,Tráfico de menores,0
2017-02-01,San Luis Potosí,Tráfico de menores,0
2017-03-01,San Luis Potosí,Tráfico de menores,1
2017-04-01,San Luis Potosí,Tráfico de menores,0
2017-05-01,San Luis Potosí,Tráfico de menores,0
2017-06-01,San Luis Potosí,Tráfico de menores,0
2017-07-01,San Luis Potosí,Tráfico de menores,1
2017-08-01,San Luis Potosí,Tráfico de menores,1
2017-09-01,San Luis Potosí,Tráfico de menores,0
2017-10-01,San Luis Potosí,Tráfico de menores,0
2017-11-01,San Luis Potosí,Tráfico de menores,0
2017-12-01,San Luis Potosí,Tráfico de menores,0
2017-01-01,San Luis Potosí,Rapto,0
2017-02-01,San Luis Potosí,Rapto,0
2017-03-01,San Luis Potosí,Rapto,0
2017-04-01,San Luis Potosí,Rapto,0
2017-05-01,San Luis Potosí,Rapto,0
2017-06-01,San Luis Potosí,Rapto,0
2017-07-01,San Luis Potosí,Rapto,0
2017-08-01,San Luis Potosí,Rapto,0
2017-09-01,San Luis Potosí,Rapto,0
2017-10-01,San Luis Potosí,Rapto,0
2017-11-01,San Luis Potosí,Rapto,0
2017-12-01,San Luis Potosí,Rapto,0
2017-01-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,63
2017-02-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,35
2017-03-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,54
2017-04-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,44
2017-05-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,28
2017-06-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,23
2017-07-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,8
2017-08-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,15
2017-09-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,35
2017-10-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,44
2017-11-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,42
2017-12-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,33
2017-01-01,San Luis Potosí,Extorsión,23
2017-02-01,San Luis Potosí,Extorsión,7
2017-03-01,San Luis Potosí,Extorsión,17
2017-04-01,San Luis Potosí,Extorsión,16
2017-05-01,San Luis Potosí,Extorsión,16
2017-06-01,San Luis Potosí,Extorsión,9
2017-07-01,San Luis Potosí,Extorsión,12
2017-08-01,San Luis Potosí,Extorsión,9
2017-09-01,San Luis Potosí,Extorsión,9
2017-10-01,San Luis Potosí,Extorsión,18
2017-11-01,San Luis Potosí,Extorsión,9
2017-12-01,San Luis Potosí,Extorsión,10
2017-01-01,San Luis Potosí,Corrupción de menores,5
2017-02-01,San Luis Potosí,Corrupción de menores,2
2017-03-01,San Luis Potosí,Corrupción de menores,1
2017-04-01,San Luis Potosí,Corrupción de menores,2
2017-05-01,San Luis Potosí,Corrupción de menores,4
2017-06-01,San Luis Potosí,Corrupción de menores,1
2017-07-01,San Luis Potosí,Corrupción de menores,8
2017-08-01,San Luis Potosí,Corrupción de menores,3
2017-09-01,San Luis Potosí,Corrupción de menores,3
2017-10-01,San Luis Potosí,Corrupción de menores,5
2017-11-01,San Luis Potosí,Corrupción de menores,4
2017-12-01,San Luis Potosí,Corrupción de menores,3
2017-01-01,San Luis Potosí,Trata de personas,0
2017-02-01,San Luis Potosí,Trata de personas,0
2017-03-01,San Luis Potosí,Trata de personas,1
2017-04-01,San Luis Potosí,Trata de personas,0
2017-05-01,San Luis Potosí,Trata de personas,0
2017-06-01,San Luis Potosí,Trata de personas,0
2017-07-01,San Luis Potosí,Trata de personas,0
2017-08-01,San Luis Potosí,Trata de personas,0
2017-09-01,San Luis Potosí,Trata de personas,2
2017-10-01,San Luis Potosí,Trata de personas,0
2017-11-01,San Luis Potosí,Trata de personas,0
2017-12-01,San Luis Potosí,Trata de personas,0
2017-01-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-02-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-03-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-04-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-05-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-06-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-07-01,San Luis Potosí,Otros delitos contra la sociedad,1
2017-08-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-09-01,San Luis Potosí,Otros delitos contra la sociedad,1
2017-10-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-11-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-12-01,San Luis Potosí,Otros delitos contra la sociedad,0
2017-01-01,San Luis Potosí,Aborto,0
2017-02-01,San Luis Potosí,Aborto,1
2017-03-01,San Luis Potosí,Aborto,2
2017-04-01,San Luis Potosí,Aborto,3
2017-05-01,San Luis Potosí,Aborto,0
2017-06-01,San Luis Potosí,Aborto,0
2017-07-01,San Luis Potosí,Aborto,1
2017-08-01,San Luis Potosí,Aborto,0
2017-09-01,San Luis Potosí,Aborto,1
2017-10-01,San Luis Potosí,Aborto,0
2017-11-01,San Luis Potosí,Aborto,0
2017-12-01,San Luis Potosí,Aborto,0
2017-01-01,Sinaloa,Homicidio doloso,113
2017-02-01,Sinaloa,Homicidio doloso,116
2017-03-01,Sinaloa,Homicidio doloso,134
2017-04-01,Sinaloa,Homicidio doloso,145
2017-05-01,Sinaloa,Homicidio doloso,173
2017-06-01,Sinaloa,Homicidio doloso,155
2017-07-01,Sinaloa,Homicidio doloso,137
2017-08-01,Sinaloa,Homicidio doloso,121
2017-09-01,Sinaloa,Homicidio doloso,92
2017-10-01,Sinaloa,Homicidio doloso,90
2017-11-01,Sinaloa,Homicidio doloso,103
2017-12-01,Sinaloa,Homicidio doloso,94
2017-01-01,Sinaloa,Homicidio culposo,58
2017-02-01,Sinaloa,Homicidio culposo,45
2017-03-01,Sinaloa,Homicidio culposo,52
2017-04-01,Sinaloa,Homicidio culposo,61
2017-05-01,Sinaloa,Homicidio culposo,52
2017-06-01,Sinaloa,Homicidio culposo,49
2017-07-01,Sinaloa,Homicidio culposo,55
2017-08-01,Sinaloa,Homicidio culposo,47
2017-09-01,Sinaloa,Homicidio culposo,42
2017-10-01,Sinaloa,Homicidio culposo,59
2017-11-01,Sinaloa,Homicidio culposo,57
2017-12-01,Sinaloa,Homicidio culposo,82
2017-01-01,Sinaloa,Lesiones dolosas,123
2017-02-01,Sinaloa,Lesiones dolosas,98
2017-03-01,Sinaloa,Lesiones dolosas,130
2017-04-01,Sinaloa,Lesiones dolosas,108
2017-05-01,Sinaloa,Lesiones dolosas,170
2017-06-01,Sinaloa,Lesiones dolosas,168
2017-07-01,Sinaloa,Lesiones dolosas,159
2017-08-01,Sinaloa,Lesiones dolosas,164
2017-09-01,Sinaloa,Lesiones dolosas,167
2017-10-01,Sinaloa,Lesiones dolosas,185
2017-11-01,Sinaloa,Lesiones dolosas,141
2017-12-01,Sinaloa,Lesiones dolosas,106
2017-01-01,Sinaloa,Lesiones culposas,60
2017-02-01,Sinaloa,Lesiones culposas,65
2017-03-01,Sinaloa,Lesiones culposas,72
2017-04-01,Sinaloa,Lesiones culposas,70
2017-05-01,Sinaloa,Lesiones culposas,60
2017-06-01,Sinaloa,Lesiones culposas,62
2017-07-01,Sinaloa,Lesiones culposas,40
2017-08-01,Sinaloa,Lesiones culposas,35
2017-09-01,Sinaloa,Lesiones culposas,59
2017-10-01,Sinaloa,Lesiones culposas,49
2017-11-01,Sinaloa,Lesiones culposas,55
2017-12-01,Sinaloa,Lesiones culposas,53
2017-01-01,Sinaloa,Feminicidio,5
2017-02-01,Sinaloa,Feminicidio,8
2017-03-01,Sinaloa,Feminicidio,9
2017-04-01,Sinaloa,Feminicidio,3
2017-05-01,Sinaloa,Feminicidio,10
2017-06-01,Sinaloa,Feminicidio,5
2017-07-01,Sinaloa,Feminicidio,9
2017-08-01,Sinaloa,Feminicidio,10
2017-09-01,Sinaloa,Feminicidio,7
2017-10-01,Sinaloa,Feminicidio,6
2017-11-01,Sinaloa,Feminicidio,8
2017-12-01,Sinaloa,Feminicidio,4
2017-01-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,25
2017-02-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,19
2017-03-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,26
2017-04-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,36
2017-05-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,48
2017-06-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,38
2017-07-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,68
2017-08-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,43
2017-09-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,61
2017-10-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,52
2017-11-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,50
2017-12-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,36
2017-01-01,Sinaloa,Secuestro,2
2017-02-01,Sinaloa,Secuestro,0
2017-03-01,Sinaloa,Secuestro,0
2017-04-01,Sinaloa,Secuestro,4
2017-05-01,Sinaloa,Secuestro,0
2017-06-01,Sinaloa,Secuestro,4
2017-07-01,Sinaloa,Secuestro,1
2017-08-01,Sinaloa,Secuestro,2
2017-09-01,Sinaloa,Secuestro,0
2017-10-01,Sinaloa,Secuestro,4
2017-11-01,Sinaloa,Secuestro,2
2017-12-01,Sinaloa,Secuestro,1
2017-01-01,Sinaloa,Tráfico de menores,0
2017-02-01,Sinaloa,Tráfico de menores,0
2017-03-01,Sinaloa,Tráfico de menores,0
2017-04-01,Sinaloa,Tráfico de menores,0
2017-05-01,Sinaloa,Tráfico de menores,0
2017-06-01,Sinaloa,Tráfico de menores,0
2017-07-01,Sinaloa,Tráfico de menores,0
2017-08-01,Sinaloa,Tráfico de menores,0
2017-09-01,Sinaloa,Tráfico de menores,0
2017-10-01,Sinaloa,Tráfico de menores,1
2017-11-01,Sinaloa,Tráfico de menores,0
2017-12-01,Sinaloa,Tráfico de menores,0
2017-01-01,Sinaloa,Rapto,6
2017-02-01,Sinaloa,Rapto,7
2017-03-01,Sinaloa,Rapto,2
2017-04-01,Sinaloa,Rapto,4
2017-05-01,Sinaloa,Rapto,0
2017-06-01,Sinaloa,Rapto,7
2017-07-01,Sinaloa,Rapto,7
2017-08-01,Sinaloa,Rapto,5
2017-09-01,Sinaloa,Rapto,4
2017-10-01,Sinaloa,Rapto,8
2017-11-01,Sinaloa,Rapto,3
2017-12-01,Sinaloa,Rapto,5
2017-01-01,Sinaloa,Otros delitos que atentan contra la libertad personal,55
2017-02-01,Sinaloa,Otros delitos que atentan contra la libertad personal,60
2017-03-01,Sinaloa,Otros delitos que atentan contra la libertad personal,81
2017-04-01,Sinaloa,Otros delitos que atentan contra la libertad personal,97
2017-05-01,Sinaloa,Otros delitos que atentan contra la libertad personal,119
2017-06-01,Sinaloa,Otros delitos que atentan contra la libertad personal,127
2017-07-01,Sinaloa,Otros delitos que atentan contra la libertad personal,94
2017-08-01,Sinaloa,Otros delitos que atentan contra la libertad personal,79
2017-09-01,Sinaloa,Otros delitos que atentan contra la libertad personal,98
2017-10-01,Sinaloa,Otros delitos que atentan contra la libertad personal,106
2017-11-01,Sinaloa,Otros delitos que atentan contra la libertad personal,115
2017-12-01,Sinaloa,Otros delitos que atentan contra la libertad personal,82
2017-01-01,Sinaloa,Extorsión,2
2017-02-01,Sinaloa,Extorsión,2
2017-03-01,Sinaloa,Extorsión,4
2017-04-01,Sinaloa,Extorsión,6
2017-05-01,Sinaloa,Extorsión,6
2017-06-01,Sinaloa,Extorsión,5
2017-07-01,Sinaloa,Extorsión,4
2017-08-01,Sinaloa,Extorsión,7
2017-09-01,Sinaloa,Extorsión,3
2017-10-01,Sinaloa,Extorsión,5
2017-11-01,Sinaloa,Extorsión,4
2017-12-01,Sinaloa,Extorsión,4
2017-01-01,Sinaloa,Corrupción de menores,2
2017-02-01,Sinaloa,Corrupción de menores,3
2017-03-01,Sinaloa,Corrupción de menores,5
2017-04-01,Sinaloa,Corrupción de menores,6
2017-05-01,Sinaloa,Corrupción de menores,4
2017-06-01,Sinaloa,Corrupción de menores,6
2017-07-01,Sinaloa,Corrupción de menores,0
2017-08-01,Sinaloa,Corrupción de menores,2
2017-09-01,Sinaloa,Corrupción de menores,5
2017-10-01,Sinaloa,Corrupción de menores,0
2017-11-01,Sinaloa,Corrupción de menores,3
2017-12-01,Sinaloa,Corrupción de menores,5
2017-01-01,Sinaloa,Trata de personas,0
2017-02-01,Sinaloa,Trata de personas,0
2017-03-01,Sinaloa,Trata de personas,0
2017-04-01,Sinaloa,Trata de personas,0
2017-05-01,Sinaloa,Trata de personas,0
2017-06-01,Sinaloa,Trata de personas,0
2017-07-01,Sinaloa,Trata de personas,1
2017-08-01,Sinaloa,Trata de personas,0
2017-09-01,Sinaloa,Trata de personas,0
2017-10-01,Sinaloa,Trata de personas,0
2017-11-01,Sinaloa,Trata de personas,0
2017-12-01,Sinaloa,Trata de personas,2
2017-01-01,Sinaloa,Otros delitos contra la sociedad,10
2017-02-01,Sinaloa,Otros delitos contra la sociedad,12
2017-03-01,Sinaloa,Otros delitos contra la sociedad,6
2017-04-01,Sinaloa,Otros delitos contra la sociedad,6
2017-05-01,Sinaloa,Otros delitos contra la sociedad,10
2017-06-01,Sinaloa,Otros delitos contra la sociedad,7
2017-07-01,Sinaloa,Otros delitos contra la sociedad,8
2017-08-01,Sinaloa,Otros delitos contra la sociedad,5
2017-09-01,Sinaloa,Otros delitos contra la sociedad,8
2017-10-01,Sinaloa,Otros delitos contra la sociedad,8
2017-11-01,Sinaloa,Otros delitos contra la sociedad,4
2017-12-01,Sinaloa,Otros delitos contra la sociedad,4
2017-01-01,Sinaloa,Aborto,0
2017-02-01,Sinaloa,Aborto,0
2017-03-01,Sinaloa,Aborto,2
2017-04-01,Sinaloa,Aborto,0
2017-05-01,Sinaloa,Aborto,1
2017-06-01,Sinaloa,Aborto,1
2017-07-01,Sinaloa,Aborto,2
2017-08-01,Sinaloa,Aborto,0
2017-09-01,Sinaloa,Aborto,0
2017-10-01,Sinaloa,Aborto,1
2017-11-01,Sinaloa,Aborto,1
2017-12-01,Sinaloa,Aborto,1
2017-01-01,Sonora,Homicidio doloso,65
2017-02-01,Sonora,Homicidio doloso,48
2017-03-01,Sonora,Homicidio doloso,48
2017-04-01,Sonora,Homicidio doloso,67
2017-05-01,Sonora,Homicidio doloso,60
2017-06-01,Sonora,Homicidio doloso,66
2017-07-01,Sonora,Homicidio doloso,54
2017-08-01,Sonora,Homicidio doloso,56
2017-09-01,Sonora,Homicidio doloso,64
2017-10-01,Sonora,Homicidio doloso,65
2017-11-01,Sonora,Homicidio doloso,80
2017-12-01,Sonora,Homicidio doloso,54
2017-01-01,Sonora,Homicidio culposo,41
2017-02-01,Sonora,Homicidio culposo,38
2017-03-01,Sonora,Homicidio culposo,50
2017-04-01,Sonora,Homicidio culposo,47
2017-05-01,Sonora,Homicidio culposo,40
2017-06-01,Sonora,Homicidio culposo,38
2017-07-01,Sonora,Homicidio culposo,26
2017-08-01,Sonora,Homicidio culposo,44
2017-09-01,Sonora,Homicidio culposo,22
2017-10-01,Sonora,Homicidio culposo,64
2017-11-01,Sonora,Homicidio culposo,45
2017-12-01,Sonora,Homicidio culposo,30
2017-01-01,Sonora,Lesiones dolosas,164
2017-02-01,Sonora,Lesiones dolosas,104
2017-03-01,Sonora,Lesiones dolosas,175
2017-04-01,Sonora,Lesiones dolosas,171
2017-05-01,Sonora,Lesiones dolosas,161
2017-06-01,Sonora,Lesiones dolosas,250
2017-07-01,Sonora,Lesiones dolosas,110
2017-08-01,Sonora,Lesiones dolosas,195
2017-09-01,Sonora,Lesiones dolosas,146
2017-10-01,Sonora,Lesiones dolosas,148
2017-11-01,Sonora,Lesiones dolosas,102
2017-12-01,Sonora,Lesiones dolosas,79
2017-01-01,Sonora,Lesiones culposas,73
2017-02-01,Sonora,Lesiones culposas,68
2017-03-01,Sonora,Lesiones culposas,99
2017-04-01,Sonora,Lesiones culposas,90
2017-05-01,Sonora,Lesiones culposas,63
2017-06-01,Sonora,Lesiones culposas,85
2017-07-01,Sonora,Lesiones culposas,34
2017-08-01,Sonora,Lesiones culposas,62
2017-09-01,Sonora,Lesiones culposas,54
2017-10-01,Sonora,Lesiones culposas,68
2017-11-01,Sonora,Lesiones culposas,75
2017-12-01,Sonora,Lesiones culposas,44
2017-01-01,Sonora,Feminicidio,2
2017-02-01,Sonora,Feminicidio,4
2017-03-01,Sonora,Feminicidio,1
2017-04-01,Sonora,Feminicidio,3
2017-05-01,Sonora,Feminicidio,4
2017-06-01,Sonora,Feminicidio,6
2017-07-01,Sonora,Feminicidio,3
2017-08-01,Sonora,Feminicidio,1
2017-09-01,Sonora,Feminicidio,4
2017-10-01,Sonora,Feminicidio,2
2017-11-01,Sonora,Feminicidio,2
2017-12-01,Sonora,Feminicidio,0
2017-01-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-02-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-03-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-04-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,2
2017-05-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,2
2017-06-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-07-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-08-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-09-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-10-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,1
2017-11-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,0
2017-12-01,Sonora,Otros delitos que atentan contra la vida y la integridad corporal,1
2017-01-01,Sonora,Secuestro,0
2017-02-01,Sonora,Secuestro,0
2017-03-01,Sonora,Secuestro,0
2017-04-01,Sonora,Secuestro,0
2017-05-01,Sonora,Secuestro,0
2017-06-01,Sonora,Secuestro,0
2017-07-01,Sonora,Secuestro,1
2017-08-01,Sonora,Secuestro,0
2017-09-01,Sonora,Secuestro,0
2017-10-01,Sonora,Secuestro,1
2017-11-01,Sonora,Secuestro,0
2017-12-01,Sonora,Secuestro,0
2017-01-01,Sonora,Tráfico de menores,28
2017-02-01,Sonora,Tráfico de menores,15
2017-03-01,Sonora,Tráfico de menores,31
2017-04-01,Sonora,Tráfico de menores,9
2017-05-01,Sonora,Tráfico de menores,9
2017-06-01,Sonora,Tráfico de menores,16
2017-07-01,Sonora,Tráfico de menores,9
2017-08-01,Sonora,Tráfico de menores,25
2017-09-01,Sonora,Tráfico de menores,13
2017-10-01,Sonora,Tráfico de menores,11
2017-11-01,Sonora,Tráfico de menores,13
2017-12-01,Sonora,Tráfico de menores,4
2017-01-01,Sonora,Rapto,1
2017-02-01,Sonora,Rapto,1
2017-03-01,Sonora,Rapto,0
2017-04-01,Sonora,Rapto,2
2017-05-01,Sonora,Rapto,2
2017-06-01,Sonora,Rapto,1
2017-07-01,Sonora,Rapto,0
2017-08-01,Sonora,Rapto,2
2017-09-01,Sonora,Rapto,1
2017-10-01,Sonora,Rapto,1
2017-11-01,Sonora,Rapto,0
2017-12-01,Sonora,Rapto,0
2017-01-01,Sonora,Otros delitos que atentan contra la libertad personal,22
2017-02-01,Sonora,Otros delitos que atentan contra la libertad personal,21
2017-03-01,Sonora,Otros delitos que atentan contra la libertad personal,27
2017-04-01,Sonora,Otros delitos que atentan contra la libertad personal,20
2017-05-01,Sonora,Otros delitos que atentan contra la libertad personal,23
2017-06-01,Sonora,Otros delitos que atentan contra la libertad personal,27
2017-07-01,Sonora,Otros delitos que atentan contra la libertad personal,20
2017-08-01,Sonora,Otros delitos que atentan contra la libertad personal,25
2017-09-01,Sonora,Otros delitos que atentan contra la libertad personal,15
2017-10-01,Sonora,Otros delitos que atentan contra la libertad personal,12
2017-11-01,Sonora,Otros delitos que atentan contra la libertad personal,13
2017-12-01,Sonora,Otros delitos que atentan contra la libertad personal,7
2017-01-01,Sonora,Extorsión,3
2017-02-01,Sonora,Extorsión,4
2017-03-01,Sonora,Extorsión,5
2017-04-01,Sonora,Extorsión,3
2017-05-01,Sonora,Extorsión,5
2017-06-01,Sonora,Extorsión,5
2017-07-01,Sonora,Extorsión,2
2017-08-01,Sonora,Extorsión,0
2017-09-01,Sonora,Extorsión,2
2017-10-01,Sonora,Extorsión,8
2017-11-01,Sonora,Extorsión,1
2017-12-01,Sonora,Extorsión,0
2017-01-01,Sonora,Corrupción de menores,5
2017-02-01,Sonora,Corrupción de menores,1
2017-03-01,Sonora,Corrupción de menores,16
2017-04-01,Sonora,Corrupción de menores,3
2017-05-01,Sonora,Corrupción de menores,10
2017-06-01,Sonora,Corrupción de menores,2
2017-07-01,Sonora,Corrupción de menores,1
2017-08-01,Sonora,Corrupción de menores,4
2017-09-01,Sonora,Corrupción de menores,1
2017-10-01,Sonora,Corrupción de menores,2
2017-11-01,Sonora,Corrupción de menores,2
2017-12-01,Sonora,Corrupción de menores,1
2017-01-01,Sonora,Trata de personas,0
2017-02-01,Sonora,Trata de personas,0
2017-03-01,Sonora,Trata de personas,0
2017-04-01,Sonora,Trata de personas,0
2017-05-01,Sonora,Trata de personas,0
2017-06-01,Sonora,Trata de personas,0
2017-07-01,Sonora,Trata de personas,0
2017-08-01,Sonora,Trata de personas,0
2017-09-01,Sonora,Trata de personas,0
2017-10-01,Sonora,Trata de personas,0
2017-11-01,Sonora,Trata de personas,0
2017-12-01,Sonora,Trata de personas,0
2017-01-01,Sonora,Otros delitos contra la sociedad,0
2017-02-01,Sonora,Otros delitos contra la sociedad,0
2017-03-01,Sonora,Otros delitos contra la sociedad,0
2017-04-01,Sonora,Otros delitos contra la sociedad,0
2017-05-01,Sonora,Otros delitos contra la sociedad,0
2017-06-01,Sonora,Otros delitos contra la sociedad,0
2017-07-01,Sonora,Otros delitos contra la sociedad,0
2017-08-01,Sonora,Otros delitos contra la sociedad,0
2017-09-01,Sonora,Otros delitos contra la sociedad,0
2017-10-01,Sonora,Otros delitos contra la sociedad,0
2017-11-01,Sonora,Otros delitos contra la sociedad,0
2017-12-01,Sonora,Otros delitos contra la sociedad,0
2017-01-01,Sonora,Aborto,0
2017-02-01,Sonora,Aborto,0
2017-03-01,Sonora,Aborto,0
2017-04-01,Sonora,Aborto,0
2017-05-01,Sonora,Aborto,1
2017-06-01,Sonora,Aborto,0
2017-07-01,Sonora,Aborto,0
2017-08-01,Sonora,Aborto,0
2017-09-01,Sonora,Aborto,0
2017-10-01,Sonora,Aborto,1
2017-11-01,Sonora,Aborto,0
2017-12-01,Sonora,Aborto,0
2017-01-01,Tabasco,Homicidio doloso,28
2017-02-01,Tabasco,Homicidio doloso,35
2017-03-01,Tabasco,Homicidio doloso,27
2017-04-01,Tabasco,Homicidio doloso,27
2017-05-01,Tabasco,Homicidio doloso,37
2017-06-01,Tabasco,Homicidio doloso,27
2017-07-01,Tabasco,Homicidio doloso,35
2017-08-01,Tabasco,Homicidio doloso,36
2017-09-01,Tabasco,Homicidio doloso,32
2017-10-01,Tabasco,Homicidio doloso,37
2017-11-01,Tabasco,Homicidio doloso,35
2017-12-01,Tabasco,Homicidio doloso,46
2017-01-01,Tabasco,Homicidio culposo,42
2017-02-01,Tabasco,Homicidio culposo,44
2017-03-01,Tabasco,Homicidio culposo,46
2017-04-01,Tabasco,Homicidio culposo,42
2017-05-01,Tabasco,Homicidio culposo,38
2017-06-01,Tabasco,Homicidio culposo,35
2017-07-01,Tabasco,Homicidio culposo,37
2017-08-01,Tabasco,Homicidio culposo,40
2017-09-01,Tabasco,Homicidio culposo,40
