isodate,entidad,delito,total
2015-07-01,Baja California Sur,Homicidio culposo,6
2015-08-01,Baja California Sur,Homicidio culposo,5
2015-09-01,Baja California Sur,Homicidio culposo,3
2015-10-01,Baja California Sur,Homicidio culposo,3
2015-11-01,Baja California Sur,Homicidio culposo,3
2015-12-01,Baja California Sur,Homicidio culposo,1
2015-01-01,Baja California Sur,Lesiones dolosas,99
2015-02-01,Baja California Sur,Lesiones dolosas,103
2015-03-01,Baja California Sur,Lesiones dolosas,97
2015-04-01,Baja California Sur,Lesiones dolosas,116
2015-05-01,Baja California Sur,Lesiones dolosas,100
2015-06-01,Baja California Sur,Lesiones dolosas,132
2015-07-01,Baja California Sur,Lesiones dolosas,87
2015-08-01,Baja California Sur,Lesiones dolosas,108
2015-09-01,Baja California Sur,Lesiones dolosas,122
2015-10-01,Baja California Sur,Lesiones dolosas,104
2015-11-01,Baja California Sur,Lesiones dolosas,129
2015-12-01,Baja California Sur,Lesiones dolosas,115
2015-01-01,Baja California Sur,Lesiones culposas,11
2015-02-01,Baja California Sur,Lesiones culposas,23
2015-03-01,Baja California Sur,Lesiones culposas,18
2015-04-01,Baja California Sur,Lesiones culposas,33
2015-05-01,Baja California Sur,Lesiones culposas,15
2015-06-01,Baja California Sur,Lesiones culposas,30
2015-07-01,Baja California Sur,Lesiones culposas,10
2015-08-01,Baja California Sur,Lesiones culposas,27
2015-09-01,Baja California Sur,Lesiones culposas,21
2015-10-01,Baja California Sur,Lesiones culposas,17
2015-11-01,Baja California Sur,Lesiones culposas,46
2015-12-01,Baja California Sur,Lesiones culposas,25
2015-01-01,Baja California Sur,Feminicidio,0
2015-02-01,Baja California Sur,Feminicidio,0
2015-03-01,Baja California Sur,Feminicidio,0
2015-04-01,Baja California Sur,Feminicidio,0
2015-05-01,Baja California Sur,Feminicidio,0
2015-06-01,Baja California Sur,Feminicidio,0
2015-07-01,Baja California Sur,Feminicidio,0
2015-08-01,Baja California Sur,Feminicidio,0
2015-09-01,Baja California Sur,Feminicidio,0
2015-10-01,Baja California Sur,Feminicidio,0
2015-11-01,Baja California Sur,Feminicidio,0
2015-12-01,Baja California Sur,Feminicidio,0
2015-01-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-02-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-03-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-04-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-05-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-06-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-07-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-08-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-09-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-10-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-11-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-12-01,Baja California Sur,Otros delitos que atentan contra la vida y la integridad corporal,2
2015-01-01,Baja California Sur,Secuestro,0
2015-02-01,Baja California Sur,Secuestro,0
2015-03-01,Baja California Sur,Secuestro,0
2015-04-01,Baja California Sur,Secuestro,0
2015-05-01,Baja California Sur,Secuestro,0
2015-06-01,Baja California Sur,Secuestro,0
2015-07-01,Baja California Sur,Secuestro,0
2015-08-01,Baja California Sur,Secuestro,0
2015-09-01,Baja California Sur,Secuestro,0
2015-10-01,Baja California Sur,Secuestro,0
2015-11-01,Baja California Sur,Secuestro,0
2015-12-01,Baja California Sur,Secuestro,0
2015-01-01,Baja California Sur,Tráfico de menores,0
2015-02-01,Baja California Sur,Tráfico de menores,0
2015-03-01,Baja California Sur,Tráfico de menores,0
2015-04-01,Baja California Sur,Tráfico de menores,0
2015-05-01,Baja California Sur,Tráfico de menores,0
2015-06-01,Baja California Sur,Tráfico de menores,0
2015-07-01,Baja California Sur,Tráfico de menores,0
2015-08-01,Baja California Sur,Tráfico de menores,0
2015-09-01,Baja California Sur,Tráfico de menores,0
2015-10-01,Baja California Sur,Tráfico de menores,0
2015-11-01,Baja California Sur,Tráfico de menores,0
2015-12-01,Baja California Sur,Tráfico de menores,0
2015-01-01,Baja California Sur,Rapto,0
2015-02-01,Baja California Sur,Rapto,0
2015-03-01,Baja California Sur,Rapto,0
2015-04-01,Baja California Sur,Rapto,0
2015-05-01,Baja California Sur,Rapto,0
2015-06-01,Baja California Sur,Rapto,0
2015-07-01,Baja California Sur,Rapto,0
2015-08-01,Baja California Sur,Rapto,0
2015-09-01,Baja California Sur,Rapto,0
2015-10-01,Baja California Sur,Rapto,0
2015-11-01,Baja California Sur,Rapto,0
2015-12-01,Baja California Sur,Rapto,0
2015-01-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,1
2015-02-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,2
2015-03-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,2
2015-04-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,5
2015-05-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,4
2015-06-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,2
2015-07-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,3
2015-08-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,1
2015-09-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,0
2015-10-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,0
2015-11-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,2
2015-12-01,Baja California Sur,Otros delitos que atentan contra la libertad personal,15
2015-01-01,Baja California Sur,Extorsión,3
2015-02-01,Baja California Sur,Extorsión,3
2015-03-01,Baja California Sur,Extorsión,4
2015-04-01,Baja California Sur,Extorsión,7
2015-05-01,Baja California Sur,Extorsión,10
2015-06-01,Baja California Sur,Extorsión,5
2015-07-01,Baja California Sur,Extorsión,0
2015-08-01,Baja California Sur,Extorsión,3
2015-09-01,Baja California Sur,Extorsión,4
2015-10-01,Baja California Sur,Extorsión,0
2015-11-01,Baja California Sur,Extorsión,6
2015-12-01,Baja California Sur,Extorsión,4
2015-01-01,Baja California Sur,Corrupción de menores,2
2015-02-01,Baja California Sur,Corrupción de menores,1
2015-03-01,Baja California Sur,Corrupción de menores,0
2015-04-01,Baja California Sur,Corrupción de menores,1
2015-05-01,Baja California Sur,Corrupción de menores,0
2015-06-01,Baja California Sur,Corrupción de menores,0
2015-07-01,Baja California Sur,Corrupción de menores,0
2015-08-01,Baja California Sur,Corrupción de menores,0
2015-09-01,Baja California Sur,Corrupción de menores,0
2015-10-01,Baja California Sur,Corrupción de menores,0
2015-11-01,Baja California Sur,Corrupción de menores,0
2015-12-01,Baja California Sur,Corrupción de menores,2
2015-01-01,Baja California Sur,Trata de personas,0
2015-02-01,Baja California Sur,Trata de personas,0
2015-03-01,Baja California Sur,Trata de personas,0
2015-04-01,Baja California Sur,Trata de personas,0
2015-05-01,Baja California Sur,Trata de personas,0
2015-06-01,Baja California Sur,Trata de personas,0
2015-07-01,Baja California Sur,Trata de personas,0
2015-08-01,Baja California Sur,Trata de personas,0
2015-09-01,Baja California Sur,Trata de personas,0
2015-10-01,Baja California Sur,Trata de personas,0
2015-11-01,Baja California Sur,Trata de personas,0
2015-12-01,Baja California Sur,Trata de personas,0
2015-01-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-02-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-03-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-04-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-05-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-06-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-07-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-08-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-09-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-10-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-11-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-12-01,Baja California Sur,Otros delitos contra la sociedad,0
2015-01-01,Baja California Sur,Aborto,0
2015-02-01,Baja California Sur,Aborto,0
2015-03-01,Baja California Sur,Aborto,0
2015-04-01,Baja California Sur,Aborto,0
2015-05-01,Baja California Sur,Aborto,1
2015-06-01,Baja California Sur,Aborto,0
2015-07-01,Baja California Sur,Aborto,1
2015-08-01,Baja California Sur,Aborto,1
2015-09-01,Baja California Sur,Aborto,0
2015-10-01,Baja California Sur,Aborto,0
2015-11-01,Baja California Sur,Aborto,0
2015-12-01,Baja California Sur,Aborto,0
2015-01-01,Campeche,Homicidio doloso,3
2015-02-01,Campeche,Homicidio doloso,3
2015-03-01,Campeche,Homicidio doloso,10
2015-04-01,Campeche,Homicidio doloso,4
2015-05-01,Campeche,Homicidio doloso,8
2015-06-01,Campeche,Homicidio doloso,5
2015-07-01,Campeche,Homicidio doloso,0
2015-08-01,Campeche,Homicidio doloso,4
2015-09-01,Campeche,Homicidio doloso,3
2015-10-01,Campeche,Homicidio doloso,4
2015-11-01,Campeche,Homicidio doloso,4
2015-12-01,Campeche,Homicidio doloso,7
2015-01-01,Campeche,Homicidio culposo,13
2015-02-01,Campeche,Homicidio culposo,4
2015-03-01,Campeche,Homicidio culposo,10
2015-04-01,Campeche,Homicidio culposo,6
2015-05-01,Campeche,Homicidio culposo,3
2015-06-01,Campeche,Homicidio culposo,13
2015-07-01,Campeche,Homicidio culposo,2
2015-08-01,Campeche,Homicidio culposo,10
2015-09-01,Campeche,Homicidio culposo,5
2015-10-01,Campeche,Homicidio culposo,7
2015-11-01,Campeche,Homicidio culposo,3
2015-12-01,Campeche,Homicidio culposo,10
2015-01-01,Campeche,Lesiones dolosas,2
2015-02-01,Campeche,Lesiones dolosas,6
2015-03-01,Campeche,Lesiones dolosas,5
2015-04-01,Campeche,Lesiones dolosas,8
2015-05-01,Campeche,Lesiones dolosas,25
2015-06-01,Campeche,Lesiones dolosas,9
2015-07-01,Campeche,Lesiones dolosas,8
2015-08-01,Campeche,Lesiones dolosas,7
2015-09-01,Campeche,Lesiones dolosas,4
2015-10-01,Campeche,Lesiones dolosas,12
2015-11-01,Campeche,Lesiones dolosas,9
2015-12-01,Campeche,Lesiones dolosas,13
2015-01-01,Campeche,Lesiones culposas,0
2015-02-01,Campeche,Lesiones culposas,7
2015-03-01,Campeche,Lesiones culposas,7
2015-04-01,Campeche,Lesiones culposas,3
2015-05-01,Campeche,Lesiones culposas,11
2015-06-01,Campeche,Lesiones culposas,14
2015-07-01,Campeche,Lesiones culposas,9
2015-08-01,Campeche,Lesiones culposas,50
2015-09-01,Campeche,Lesiones culposas,9
2015-10-01,Campeche,Lesiones culposas,17
2015-11-01,Campeche,Lesiones culposas,12
2015-12-01,Campeche,Lesiones culposas,18
2015-01-01,Campeche,Feminicidio,1
2015-02-01,Campeche,Feminicidio,2
2015-03-01,Campeche,Feminicidio,0
2015-04-01,Campeche,Feminicidio,0
2015-05-01,Campeche,Feminicidio,0
2015-06-01,Campeche,Feminicidio,1
2015-07-01,Campeche,Feminicidio,0
2015-08-01,Campeche,Feminicidio,0
2015-09-01,Campeche,Feminicidio,0
2015-10-01,Campeche,Feminicidio,0
2015-11-01,Campeche,Feminicidio,0
2015-12-01,Campeche,Feminicidio,0
2015-01-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,3
2015-02-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-03-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-04-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-05-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-06-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,2
2015-07-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-08-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-09-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-10-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-11-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,0
2015-12-01,Campeche,Otros delitos que atentan contra la vida y la integridad corporal,1
2015-01-01,Campeche,Secuestro,0
2015-02-01,Campeche,Secuestro,1
2015-03-01,Campeche,Secuestro,0
2015-04-01,Campeche,Secuestro,0
2015-05-01,Campeche,Secuestro,1
2015-06-01,Campeche,Secuestro,1
2015-07-01,Campeche,Secuestro,1
2015-08-01,Campeche,Secuestro,0
2015-09-01,Campeche,Secuestro,0
2015-10-01,Campeche,Secuestro,2
2015-11-01,Campeche,Secuestro,0
2015-12-01,Campeche,Secuestro,0
2015-01-01,Campeche,Tráfico de menores,0
2015-02-01,Campeche,Tráfico de menores,0
2015-03-01,Campeche,Tráfico de menores,0
2015-04-01,Campeche,Tráfico de menores,0
2015-05-01,Campeche,Tráfico de menores,0
2015-06-01,Campeche,Tráfico de menores,0
2015-07-01,Campeche,Tráfico de menores,0
2015-08-01,Campeche,Tráfico de menores,0
2015-09-01,Campeche,Tráfico de menores,0
2015-10-01,Campeche,Tráfico de menores,0
2015-11-01,Campeche,Tráfico de menores,0
2015-12-01,Campeche,Tráfico de menores,0
2015-01-01,Campeche,Rapto,0
2015-02-01,Campeche,Rapto,0
2015-03-01,Campeche,Rapto,0
2015-04-01,Campeche,Rapto,0
2015-05-01,Campeche,Rapto,0
2015-06-01,Campeche,Rapto,0
2015-07-01,Campeche,Rapto,0
2015-08-01,Campeche,Rapto,0
2015-09-01,Campeche,Rapto,0
2015-10-01,Campeche,Rapto,0
2015-11-01,Campeche,Rapto,0
2015-12-01,Campeche,Rapto,0
2015-01-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-02-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-03-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-04-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-05-01,Campeche,Otros delitos que atentan contra la libertad personal,1
2015-06-01,Campeche,Otros delitos que atentan contra la libertad personal,3
2015-07-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-08-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-09-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-10-01,Campeche,Otros delitos que atentan contra la libertad personal,6
2015-11-01,Campeche,Otros delitos que atentan contra la libertad personal,1
2015-12-01,Campeche,Otros delitos que atentan contra la libertad personal,0
2015-01-01,Campeche,Extorsión,2
2015-02-01,Campeche,Extorsión,0
2015-03-01,Campeche,Extorsión,0
2015-04-01,Campeche,Extorsión,2
2015-05-01,Campeche,Extorsión,3
2015-06-01,Campeche,Extorsión,3
2015-07-01,Campeche,Extorsión,3
2015-08-01,Campeche,Extorsión,1
2015-09-01,Campeche,Extorsión,4
2015-10-01,Campeche,Extorsión,7
2015-11-01,Campeche,Extorsión,3
2015-12-01,Campeche,Extorsión,6
2015-01-01,Campeche,Corrupción de menores,0
2015-02-01,Campeche,Corrupción de menores,0
2015-03-01,Campeche,Corrupción de menores,1
2015-04-01,Campeche,Corrupción de menores,0
2015-05-01,Campeche,Corrupción de menores,1
2015-06-01,Campeche,Corrupción de menores,0
2015-07-01,Campeche,Corrupción de menores,0
2015-08-01,Campeche,Corrupción de menores,0
2015-09-01,Campeche,Corrupción de menores,0
2015-10-01,Campeche,Corrupción de menores,0
2015-11-01,Campeche,Corrupción de menores,1
2015-12-01,Campeche,Corrupción de menores,1
2015-01-01,Campeche,Trata de personas,0
2015-02-01,Campeche,Trata de personas,0
2015-03-01,Campeche,Trata de personas,0
2015-04-01,Campeche,Trata de personas,0
2015-05-01,Campeche,Trata de personas,0
2015-06-01,Campeche,Trata de personas,8
2015-07-01,Campeche,Trata de personas,0
2015-08-01,Campeche,Trata de personas,0
2015-09-01,Campeche,Trata de personas,0
2015-10-01,Campeche,Trata de personas,0
2015-11-01,Campeche,Trata de personas,0
2015-12-01,Campeche,Trata de personas,0
2015-01-01,Campeche,Otros delitos contra la sociedad,0
2015-02-01,Campeche,Otros delitos contra la sociedad,0
2015-03-01,Campeche,Otros delitos contra la sociedad,0
2015-04-01,Campeche,Otros delitos contra la sociedad,0
2015-05-01,Campeche,Otros delitos contra la sociedad,0
2015-06-01,Campeche,Otros delitos contra la sociedad,0
2015-07-01,Campeche,Otros delitos contra la sociedad,0
2015-08-01,Campeche,Otros delitos contra la sociedad,0
2015-09-01,Campeche,Otros delitos contra la sociedad,0
2015-10-01,Campeche,Otros delitos contra la sociedad,0
2015-11-01,Campeche,Otros delitos contra la sociedad,0
